	r0	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	r51	r52	r53
363	0	0	0	6	3	0	0	0	0	0	0	2	-	-	-	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
364	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	-	-	-	3	0	0	0	0	2	3	0	2	0	0	0	2	0	0	0	2	0
365	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
366	0	0	0	0	0	0	0	3	0	-	-	-	2	0	0	0	0	2	3	0	0	-	-	-	0	0	2	0	0	0	-	-	-	0	0	0	3	0	0	0	0	2	0	0	2	5	0	0	2	5	0	0	2	0
367	0	0	0	0	0	0	0	2	0	2	0	2	2	0	13	-	-	-	0	0	0	0	0	2	0	2	0	2	14	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
368	0	0	7	0	0	0	3	5	0	-	-	-	0	17	0	0	0	2	0	0	2	12	0	0	0	0	0	2	0	0	-	-	-	2	0	0	-	-	-	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
369	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	0	6	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
370	0	0	0	6	3	0	0	0	0	0	0	2	-	-	-	0	0	2	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	0	0	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	-	-	-
371	-	-	-	0	0	0	-	-	-	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	-	-	-	14	0	0	0	0	0	0	0	2	3	12	2	-	-	-	2	0	0	0	2	0
373	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
374	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	2	3	0	0	2	0
375	0	0	0	0	0	0	0	2	2	2	0	0	2	18	0	0	0	2	0	0	0	-	-	-	0	2	13	2	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	2	0	4	0	2	0	0	0	2	0
376	-	-	-	-	-	-	0	0	0	11	0	2	2	0	0	0	0	2	-	-	-	-	-	-	16	0	0	-	-	-	3	0	0	0	0	0	3	0	0	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
377	-	-	-	0	0	0	0	2	0	-	-	-	-	-	-	0	12	2	0	0	0	-	-	-	0	2	0	-	-	-	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
378	0	0	0	0	0	0	0	2	2	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	19	2	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	2	0	4	0	-	-	-	0	2	0
379	0	0	0	0	4	0	0	2	0	0	0	0	2	2	0	0	0	2	0	0	0	13	0	0	0	2	0	-	-	-	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
380	0	20	15	0	9	0	3	7	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	16	11	8	0	2	0	0	-	-	-	2	0	0	0	0	0	0	0	2	-	-	-	0	0	0	2	2	2	2	2	0
381	0	0	0	0	0	0	0	2	0	2	4	6	-	-	-	0	0	2	0	0	0	0	0	0	0	2	5	0	0	0	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
382	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
383	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	2	0	0	4	0	0	0	0	2	0	2	0	3	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	3
384	0	0	0	22	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	2	0	2	0	3	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
385	0	0	0	0	4	0	0	2	3	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
386	-	-	-	0	4	0	0	2	0	0	0	0	2	19	0	-	-	-	-	-	-	0	0	0	0	2	8	2	0	0	-	-	-	0	0	0	9	0	0	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
387	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	15	0	0	0	0	0	0	0	2	3	0	2	-	-	-	2	0	13	0	2	0
389	0	0	0	0	0	0	3	0	7	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	-	-	-	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
390	0	0	0	7	0	0	0	15	0	0	0	0	4	0	0	0	13	2	0	0	3	-	-	-	0	4	0	0	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
391	0	0	0	0	4	0	0	2	0	0	0	0	2	2	0	0	0	2	-	-	-	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	5	0	0	0	2	16	13	2	-	-	-	2	0	0	0	2	0
392	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	3	0	0	0	-	-	-	-	-	-	3	0	0	0	0	2	0	0	2	0	0	9	2	14	0	0	2	0
393	16	21	0	0	0	3	0	0	0	0	0	0	-	-	-	0	14	2	-	-	-	2	0	2	-	-	-	-	-	-	-	-	-	13	14	9	-	-	-	0	0	2	0	0	2	0	0	5	2	0	5	0	2	2
394	0	0	0	0	0	0	0	0	0	-	-	-	4	0	0	0	0	2	-	-	-	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
395	0	0	0	6	3	0	0	0	0	0	0	2	2	0	2	0	0	2	3	0	0	0	16	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	-	-	-
396	0	0	0	0	21	0	0	2	0	-	-	-	-	-	-	0	0	2	4	16	0	0	0	0	0	2	0	-	-	-	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
397	2	13	11	6	3	0	0	0	7	0	0	2	2	20	20	0	0	2	0	0	0	0	17	17	0	0	0	-	-	-	-	-	-	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	-	-	-
398	0	0	0	-	-	-	0	2	3	12	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
399	0	0	0	0	0	0	3	0	7	-	-	-	0	0	0	-	-	-	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	9
400	0	12	7	0	0	0	0	0	0	0	0	0	-	-	-	0	0	2	4	2	0	0	0	0	14	0	0	0	0	10	0	0	0	0	0	7	3	0	0	0	0	2	0	0	2	7	9	0	-	-	-	-	-	-
401	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	2	0	2	3	0	3	0	0	0	0	0	0	-	-	-	-	-	-	0	0	5	-	-	-	0	0	2	-	-	-	0	0	0	-	-	-	-	-	-
402	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	2	3	0	0	0	0	9	0	0	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
403	0	0	0	0	4	0	0	2	3	0	0	0	2	2	0	0	0	2	3	0	0	-	-	-	2	2	2	2	0	0	0	0	0	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
404	-	-	-	0	0	0	0	2	0	0	0	0	-	-	-	-	-	-	0	0	0	0	0	0	-	-	-	2	0	0	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
405	2	13	11	6	3	0	0	0	7	0	0	2	2	20	20	-	-	-	0	0	0	0	17	17	0	0	0	2	0	0	-	-	-	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	-	-	-	-	-	-
406	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
407	0	0	0	0	4	0	0	2	3	0	0	0	2	2	0	0	0	2	0	3	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	4	8	0	0	2	0
408	0	0	0	0	0	0	-	-	-	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	-	-	-	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	13	0	-	-	-	0	2	0
409	2	0	0	0	0	0	-	-	-	0	0	0	2	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	3	0	0	0	0	2	0	0	2	5	0	0	2	0	0	0	2	0
410	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	8	0	3	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
411	17	0	0	0	0	0	0	2	0	-	-	-	-	-	-	0	0	2	-	-	-	-	-	-	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
412	0	0	0	12	0	3	0	2	0	2	8	10	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	0	14	0	2	0	0	0	2	0
413	2	0	0	0	0	0	-	-	-	0	0	18	2	0	0	0	0	2	0	0	3	0	0	0	0	0	0	-	-	-	-	-	-	0	0	0	3	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
414	0	0	0	0	4	0	0	2	0	0	0	0	2	2	0	-	-	-	3	0	0	-	-	-	0	2	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	2	-	-	-	2	10	9	0	2	0
415	18	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	18	0	0	0	0	2	0	0	-	-	-	2	15	0	-	-	-	0	0	2	3	0	2	-	-	-	2	2	2	0	2	0
416	0	6	5	0	0	0	0	0	0	0	0	2	2	0	0	2	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	-	-	-	0	0	2	0	0	2	0	0	0	2	0	6	0	2	0
417	0	0	0	0	0	0	0	2	12	0	16	0	2	0	0	0	0	2	0	0	0	14	0	0	-	-	-	2	0	3	0	0	0	16	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
418	0	0	0	12	0	3	0	2	0	2	8	10	2	0	0	0	0	2	0	0	0	0	0	0	20	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
419	0	18	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	2	0	0	0	-	-	-	0	2	0	2	0	0	-	-	-	0	0	0	0	4	0	0	0	2	0	0	2	-	-	-	2	0	5	0	2	0
420	3	4	0	5	0	0	0	0	0	0	0	5	6	2	0	0	0	0	0	8	0	2	0	0	3	5	0	0	2	0	3	0	0	6	0	0	0	0	0	0	0	2	0	3	0	-	-	-	0	0	0	0	2	0
421	0	0	0	0	4	0	0	2	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2	2	0	0	-	-	-	0	16	0	0	5	0	0	0	2	3	0	2	-	-	-	2	0	0	0	2	0
422	0	0	7	0	0	0	0	0	0	0	0	3	4	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	3	0	0	0	0	2	3	0	2	0	0	0	2	0	0	0	2	2
423	0	22	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	-	-	-	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
424	0	0	0	0	22	0	0	2	13	0	3	0	2	0	0	-	-	-	0	0	0	0	0	0	0	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	5	2	0	0	0	2	0
425	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	2	0	2	3	0	3	0	0	0	0	0	0	0	0	0	-	-	-	0	0	5	-	-	-	0	0	2	-	-	-	-	-	-	2	0	0	0	2	0
426	7	0	0	0	0	0	-	-	-	0	0	0	2	0	0	0	0	2	3	0	13	-	-	-	0	2	3	2	12	0	0	0	0	17	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
427	0	0	0	6	3	0	0	0	2	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	3	0	0	0	0	2	-	-	-	0	0	0	2	0	0	-	-	-
428	8	8	0	7	12	0	0	0	0	0	0	0	4	0	0	0	0	2	5	0	3	0	0	0	0	0	0	-	-	-	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
429	0	0	0	0	0	0	3	5	3	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	-	-	-	2	0	0	0	0	0	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
430	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	5	0	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
431	0	0	0	-	-	-	0	2	0	13	0	0	2	0	0	7	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	4
432	0	0	0	0	0	0	0	0	0	0	0	2	2	21	0	2	0	2	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	-	-	-	2	6	0	-	-	-
433	-	-	-	0	0	0	0	2	0	2	0	0	-	-	-	-	-	-	3	0	0	0	0	0	0	2	0	-	-	-	-	-	-	0	0	0	0	4	0	0	0	2	0	0	2	0	0	0	2	0	11	0	2	0
434	19	0	0	5	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
435	0	0	0	7	0	9	0	0	0	0	0	0	4	0	4	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	2	0	3	0	2	0
436	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
437	0	0	0	0	0	0	0	2	2	-	-	-	2	0	0	-	-	-	0	0	0	9	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	4	0	-	-	-	3	0	2	-	-	-	-	-	-	0	2	0
438	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	-	-	-	3	0	4	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
439	0	0	0	0	4	0	0	2	0	0	0	0	2	2	21	-	-	-	3	0	0	15	19	18	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	10	9	0	2	0
440	0	17	0	13	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	2	0	0	0	3	-	-	-	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	-	-	-	0	0	0	2	0	0	0	2	0
441	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	2	4	0	0	0	0	0	0	0	0	12	0	0	0	0	0	4	0	0	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
442	0	0	0	0	0	3	0	2	0	14	0	19	-	-	-	0	0	2	0	0	7	0	0	0	0	2	2	2	0	0	-	-	-	0	0	0	5	0	2	0	0	2	3	0	2	-	-	-	-	-	-	0	2	2
443	2	13	11	6	3	0	0	0	0	0	0	2	2	0	22	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	2	15	0	0	2	0
444	0	0	0	23	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	12
445	0	0	0	0	4	0	0	2	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	2	14	2	0	0	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
446	0	0	0	0	0	0	3	5	0	-	-	-	0	0	0	0	0	2	0	0	2	-	-	-	21	15	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
447	0	0	16	0	0	0	13	16	14	0	0	0	-	-	-	-	-	-	0	0	0	2	0	0	-	-	-	-	-	-	-	-	-	0	0	7	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
448	0	0	17	0	0	0	0	2	5	-	-	-	2	0	0	0	0	2	-	-	-	0	0	0	0	2	2	2	0	0	0	3	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
449	0	0	5	0	0	0	0	2	0	-	-	-	-	-	-	0	0	2	0	0	0	16	0	0	0	2	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
450	-	-	-	0	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	0	6	0	-	-	-	0	0	2	0	0	2	-	-	-	2	9	8	0	2	0
451	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
452	-	-	-	0	4	0	0	2	0	0	0	0	-	-	-	-	-	-	0	0	3	0	0	0	0	2	0	-	-	-	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
453	0	0	0	0	0	0	0	2	2	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0	2	0	-	-	-	-	-	-	0	0	0	0	4	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
454	0	0	0	22	23	0	0	2	0	2	0	0	2	0	0	0	0	2	0	2	0	2	0	3	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	-	-	-
455	0	0	0	0	0	0	0	2	0	0	16	0	2	0	0	0	0	2	11	0	0	14	0	0	-	-	-	2	0	3	0	0	0	12	11	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
456	-	-	-	-	-	-	0	0	0	-	-	-	-	-	-	2	0	2	0	0	0	9	0	0	-	-	-	5	0	0	-	-	-	5	0	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
457	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	0	15	0	2	0	0	0	2	13
458	0	0	0	0	4	0	0	2	0	0	0	0	2	2	0	-	-	-	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
459	0	0	0	6	3	0	0	17	0	0	0	2	2	0	2	0	0	2	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
460	0	0	0	24	24	16	0	0	0	0	0	0	12	0	0	0	0	2	14	17	0	2	0	0	0	0	0	2	0	0	-	-	-	0	0	2	-	-	-	0	0	2	0	14	2	-	-	-	2	0	0	8	2	0
461	0	0	0	5	0	0	2	0	0	0	18	0	4	0	0	2	0	2	4	0	3	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
462	0	0	0	0	0	0	3	0	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	7	0	2	0	0	0	0	0	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
463	0	0	6	5	0	0	-	-	-	-	-	-	-	-	-	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	-	-	-	0	6	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
464	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	5	2	0	0	0	2	0
465	0	0	0	0	0	0	-	-	-	0	0	0	-	-	-	-	-	-	8	0	3	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	3	0	0	0	0	2	0	0	2	-	-	-	-	-	-	6	4	7
466	3	4	6	5	0	0	0	6	0	-	-	-	0	2	0	0	0	0	4	15	0	2	0	0	3	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	3	0	-	-	-	0	0	0	0	2	2
467	0	0	0	0	0	0	0	18	0	0	0	0	4	0	9	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	-	-	-	2	2	0
468	0	0	0	-	-	-	3	5	0	-	-	-	4	0	0	-	-	-	0	0	2	-	-	-	0	0	0	2	0	0	-	-	-	2	0	0	0	0	0	0	0	2	-	-	-	-	-	-	2	2	2	0	2	14
469	0	0	0	0	12	0	0	0	0	0	0	0	4	0	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	5	0	0	2	0	0	0	2	15
470	0	0	7	18	0	0	0	19	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
471	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	-	-	-	-	-	-	0	0	0	4	0	0	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
472	0	0	0	0	0	0	0	2	0	2	4	6	2	0	0	0	0	2	0	0	0	0	0	0	0	2	5	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
473	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	17	0	0	22	0	0	0	0	0	-	-	-	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
474	8	8	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	2	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
475	0	0	0	0	0	3	0	2	0	2	4	6	2	0	0	0	0	2	0	0	0	0	0	0	0	2	5	2	0	0	-	-	-	0	0	10	0	0	0	0	0	2	0	0	2	5	0	0	2	0	0	2	2	0
476	0	0	0	-	-	-	0	0	0	0	0	0	4	0	0	-	-	-	0	0	3	0	0	0	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	0	0	2	3	0	2	-	-	-	2	0	0	0	2	0
477	0	0	0	0	25	0	0	0	0	0	0	0	-	-	-	0	0	2	0	0	0	0	20	19	23	0	0	0	0	0	-	-	-	0	0	0	3	0	0	0	0	2	0	0	2	0	5	10	2	0	5	0	2	0
478	0	15	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	3	0	2	-	-	-	-	-	-	0	2	0
479	0	0	0	0	0	0	3	0	7	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	-	-	-	2	0	0	0	0	0	0	0	2	-	-	-	-	-	-	2	2	2	0	5	16
480	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	8	0	3	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
481	2	0	0	-	-	-	0	2	0	-	-	-	-	-	-	0	0	2	0	0	0	0	0	0	2	2	2	-	-	-	-	-	-	4	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
482	3	4	0	5	0	0	0	0	0	-	-	-	0	2	0	0	15	0	0	8	0	2	0	0	3	5	0	0	0	0	-	-	-	6	0	0	0	0	0	0	0	2	0	3	0	0	4	0	0	0	0	0	2	0
483	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	4	6	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
484	3	4	6	5	0	0	0	0	0	-	-	-	0	2	0	0	0	0	0	0	0	0	0	0	3	5	0	-	-	-	3	0	0	0	0	0	3	0	0	0	0	2	0	3	0	-	-	-	0	0	0	0	2	0
485	8	8	0	7	0	0	0	0	0	-	-	-	4	0	0	0	0	2	5	0	3	0	0	0	0	0	0	-	-	-	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
486	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	-	-	-	0	21	0	0	0	0	-	-	-	-	-	-	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
487	0	0	0	6	3	0	0	0	0	0	0	2	2	0	0	0	0	2	-	-	-	0	0	0	0	0	8	0	0	0	0	0	0	4	0	2	3	0	0	0	0	2	-	-	-	-	-	-	-	-	-	-	-	-
