	r0	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	r51	r52	r53
113	0	0	0	0	4	0	0	2	3	-	-	-	-	-	-	0	0	2	0	3	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	4	8	0	0	2	0
114	0	0	9	0	0	0	0	0	4	0	0	2	2	0	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	-	-	-	2	2	2	0	2	4
115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	-	-	-	0	0	2	3	0	2	-	-	-	2	0	0	0	2	0
116	0	0	0	0	0	0	9	0	0	0	0	0	4	0	0	3	0	2	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
117	0	0	7	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	2	0	0	2	0	0	0	2	0	0	-	-	-
118	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	2	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	5	0	3	0	0	0	0	2	0	0	2	-	-	-	2	6	0	0	2	0
119	0	0	0	0	0	0	0	2	2	2	9	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	4	4	0	0	2	0	0	2	-	-	-	2	0	0	-	-	-
120	0	0	0	0	0	0	3	5	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
121	0	0	0	0	0	0	0	2	2	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	2	0	4	0	2	0	0	0	2	0
122	0	0	0	12	4	0	0	2	0	0	0	0	2	0	0	0	0	2	6	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	0	0	-	-	-	-	-	-
123	0	0	7	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	-	-	-	0	0	0	-	-	-	0	0	0	0	0	4	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	-	-	-
124	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	2	0	10	0	0	0	0	0	4	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	3	0	2	-	-	-	2	0	0	0	2	0
125	2	0	0	0	0	0	0	2	3	2	0	0	2	6	0	-	-	-	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	4	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
126	0	0	0	0	0	0	0	2	2	2	10	0	-	-	-	0	0	2	0	0	0	0	0	0	11	2	0	2	0	0	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
127	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	9	0	0	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
128	10	0	0	0	0	0	10	0	0	2	0	2	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	3	0	2	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
129	2	0	0	0	0	0	-	-	-	0	0	5	-	-	-	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	3	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
130	3	4	6	5	0	6	0	0	0	-	-	-	0	2	0	-	-	-	-	-	-	2	0	0	3	5	0	2	0	0	-	-	-	-	-	-	0	0	0	0	0	2	0	3	0	-	-	-	0	0	0	0	2	2
131	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	7	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
132	0	0	0	6	3	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	6	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
133	0	0	0	3	2	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	2	0	0	2	0	0	0	2	9	8	0	2	0
134	0	0	0	0	4	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
135	-	-	-	4	0	0	0	2	0	2	0	0	2	0	0	-	-	-	0	0	0	0	0	0	0	2	0	-	-	-	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	0	4	0	-	-	-	0	2	0
136	0	0	0	0	0	0	0	2	0	2	0	5	-	-	-	0	0	2	0	2	0	0	0	3	0	2	0	7	0	0	-	-	-	4	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	2	2	0
137	0	0	0	0	4	0	0	2	0	0	0	0	2	2	0	0	0	2	3	0	0	-	-	-	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	10	9	0	2	0
138	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	2	7	0	3	2	8	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	2	0	0	2	-	-	-	2	0	6	0	2	0
139	0	0	0	6	3	0	2	0	0	0	0	2	2	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	-	-	-
140	0	0	0	11	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	7	2	0	0	0	2	0	0	0	2	0
141	0	0	0	6	3	0	0	8	3	0	0	2	-	-	-	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	3	5
142	0	0	0	0	4	0	0	2	3	0	0	11	2	2	0	-	-	-	0	0	8	0	0	0	0	2	2	2	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	-	-	-
143	0	0	0	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	-	-	-	0	2	0
144	0	0	0	3	2	7	0	2	0	0	0	0	2	0	0	-	-	-	-	-	-	0	4	0	0	2	0	2	0	0	-	-	-	0	7	0	0	9	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
145	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	-	-	-	0	9	0	0	2	8	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
146	0	0	0	6	3	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	9	0	0	9	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	0	6	0	2	0	0	0	2	4
147	-	-	-	0	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	0	2	0	2	-	-	-	2	0	0	-	-	-	0	8	2	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
148	8	8	0	7	12	0	0	0	0	0	0	0	4	0	0	0	0	2	5	0	3	0	0	0	0	0	0	-	-	-	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
149	0	0	0	-	-	-	-	-	-	0	11	12	4	0	0	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	-	-	-	0	2	0
150	0	0	0	0	0	0	0	2	0	-	-	-	-	-	-	0	0	2	3	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	4	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
151	11	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	-	-	-	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	2	11	0	0	2	4
152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	-	-	-	0	0	2	3	3	2	-	-	-	2	0	0	0	2	0
153	0	0	0	0	0	0	-	-	-	0	0	0	-	-	-	0	4	2	0	0	3	0	0	0	-	-	-	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
154	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	-	-	-	0	0	0	0	0	0	8	0	3	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
155	0	0	0	0	0	0	3	0	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	-	-	-	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
156	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	8	0	0	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
157	0	0	0	0	4	0	0	2	3	0	0	0	2	2	0	0	0	2	3	0	0	0	0	0	0	2	2	2	6	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
158	0	0	0	0	0	0	0	0	0	-	-	-	2	0	0	-	-	-	3	0	3	0	0	0	0	0	0	0	0	0	-	-	-	0	0	5	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
159	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	8	2	3	0	0	0	0	0	0	5	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
160	0	0	0	0	4	0	0	2	0	2	0	0	2	0	0	-	-	-	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	-	-	-	2	0	0	-	-	-
161	0	0	0	0	0	0	0	2	2	2	0	0	-	-	-	-	-	-	-	-	-	0	0	0	0	2	0	-	-	-	-	-	-	0	0	0	0	4	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
162	0	0	0	14	13	0	0	0	0	7	12	2	-	-	-	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	6	0	-	-	-	0	0	2	0	0	2	-	-	-	2	9	8	0	2	0
163	-	-	-	0	0	0	0	2	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	3	-	-	-	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	8	2	-	-	-	2	0	0	0	2	6
164	0	0	7	0	14	0	0	0	0	0	0	0	0	0	6	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	0	9	0	3	0	0	0	0	2	3	0	2	0	0	0	2	0	0	0	2	0
165	0	0	0	0	0	0	3	5	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	-	-	-	-	-	-	2	2	2	2	2	0
166	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
167	0	0	0	0	0	3	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	2	3	0	2	-	-	-	-	-	-	5	2	0
168	0	11	0	6	3	0	0	8	0	-	-	-	-	-	-	0	0	2	0	0	0	0	0	0	-	-	-	8	0	3	-	-	-	0	0	0	3	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	2	0
169	0	0	0	0	0	8	0	0	0	0	0	0	9	7	7	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	2	0	0	0	2	0	0	0	2	0
170	0	0	0	0	15	0	0	9	0	-	-	-	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	2	0	0	0	2	0	0	0	2	0
171	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	0	7	0	2	0	0	0	2	0
172	0	0	0	13	0	0	0	2	7	2	0	0	-	-	-	0	0	2	0	2	0	0	10	3	-	-	-	9	0	0	-	-	-	0	0	2	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
173	0	0	0	0	0	0	0	2	0	0	0	0	8	5	0	0	0	2	-	-	-	0	0	0	-	-	-	2	0	0	-	-	-	0	0	0	-	-	-	0	0	2	8	0	2	-	-	-	2	0	0	0	2	0
174	0	0	0	6	3	0	0	0	0	0	0	2	2	0	0	0	0	2	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	3	0	0	0	0	2	-	-	-	0	8	0	2	0	0	-	-	-
175	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	11	3	0	0	0	0	4	0	0	0	0	-	-	-	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
176	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	12	3	0	0	0	0	0	0	0	0	8	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
177	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	-	-	-	0	0	0	7	0	0	0	2	9	2	0	0	0	0	0	-	-	-	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	-	-	-
178	3	4	0	5	0	0	0	0	3	-	-	-	0	2	4	0	0	0	0	0	0	2	0	0	-	-	-	0	0	0	-	-	-	8	0	0	0	0	0	0	0	2	0	3	0	-	-	-	0	0	0	0	2	0
179	0	0	0	0	4	0	0	2	0	0	13	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	3	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
180	2	0	10	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	2	10	0	0	3	0	2	0	2	0	9	0	0	0	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
181	0	0	0	0	0	0	0	2	0	0	0	0	8	5	0	0	0	2	0	0	0	0	0	0	-	-	-	2	0	0	0	0	0	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
182	0	0	0	0	0	0	0	0	0	0	14	0	-	-	-	0	0	2	0	0	3	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
183	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
184	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	0	0	2	0	0	2	0	0	0	-	-	-	-	-	-
185	-	-	-	0	0	0	-	-	-	-	-	-	4	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
186	2	0	0	6	16	0	0	0	0	0	0	2	2	0	2	0	0	2	9	13	0	0	0	0	6	7	6	0	2	0	0	5	0	0	0	0	-	-	-	0	0	2	0	0	2	0	0	0	-	-	-	-	-	-
187	-	-	-	0	0	9	0	2	0	8	0	0	10	0	8	-	-	-	0	0	0	0	11	0	12	10	10	-	-	-	-	-	-	9	10	6	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	-	-	-
188	0	0	0	-	-	-	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	-	-	-	7	0	0	0	0	2	0	9	2	-	-	-	-	-	-	0	2	4
189	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	2	0	4	0	2	0	0	0	2	0
190	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	-	-	-	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	4	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
191	0	0	0	0	0	3	0	2	0	0	3	0	2	0	0	0	0	2	0	0	0	0	0	0	13	2	0	-	-	-	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	2	2	0
192	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	-	-	-	8	0	10	0	0	0	0	0	0	-	-	-	0	6	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
193	0	12	7	0	0	0	0	0	0	0	0	0	-	-	-	0	0	2	4	2	0	-	-	-	14	0	0	0	0	10	-	-	-	0	0	7	3	0	0	0	0	2	0	0	2	7	9	0	-	-	-	2	2	0
194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	-	-	-	0	0	0	-	-	-	2	0	0	0	0	0	0	0	0	-	-	-	0	0	2	3	0	2	-	-	-	2	0	0	0	2	0
195	-	-	-	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	9	0	8	15	0	0	-	-	-	-	-	-	5	0	0	3	0	0	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
196	3	4	0	5	0	0	0	0	0	-	-	-	0	2	0	0	0	0	0	0	0	0	0	0	3	5	0	-	-	-	3	0	0	0	0	0	-	-	-	0	0	2	9	3	0	-	-	-	0	0	0	0	2	0
197	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	5	2	0	0	3	0	0	0	0	9	0	0	0	0	-	-	-	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
198	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	6	4	7
199	2	0	0	0	0	0	0	2	0	-	-	-	2	0	0	0	0	2	0	0	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	10	0	2	0
200	0	0	0	4	0	0	0	3	0	-	-	-	2	0	0	0	0	2	3	0	0	-	-	-	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	5	0	0	2	5	0	0	2	4
201	-	-	-	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	3	0	0	0	0	2	0	0	2	0	0	0	2	0	11	0	2	0
202	0	0	0	-	-	-	0	0	0	0	0	2	2	0	0	3	6	2	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	4	0	0	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	-	-	-
203	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
204	0	0	0	0	0	0	0	2	2	2	10	0	-	-	-	0	0	2	-	-	-	0	0	0	-	-	-	2	0	0	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
205	0	0	0	0	0	3	-	-	-	0	0	0	-	-	-	0	0	2	-	-	-	0	0	0	0	2	2	2	0	0	-	-	-	0	0	0	5	0	0	0	0	2	9	0	2	-	-	-	2	0	5	0	2	0
206	-	-	-	15	0	0	0	2	0	2	4	6	2	0	0	0	0	2	0	0	0	0	0	0	2	2	5	-	-	-	-	-	-	0	0	0	0	0	0	0	0	2	-	-	-	8	10	0	2	0	0	0	2	0
207	0	0	0	0	0	0	0	2	2	2	0	0	-	-	-	0	0	2	0	0	10	-	-	-	0	2	0	2	0	0	-	-	-	0	0	4	0	4	7	0	0	2	0	0	2	-	-	-	2	0	5	0	2	0
208	-	-	-	0	0	0	-	-	-	0	0	0	-	-	-	0	0	2	0	0	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
209	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	6	0	0	2	0	0	0	2	0
210	2	13	11	6	3	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	12	0	0	11	0	0	0	0	3	0	4	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
211	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	-	-	-	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
212	2	0	0	12	4	0	0	2	0	2	0	0	-	-	-	0	0	2	0	0	0	0	0	0	0	2	0	-	-	-	0	0	0	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
213	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	0	0	2	0	0	3	0	0	0	0	9	0	0	0	0	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
214	-	-	-	13	0	0	0	2	0	-	-	-	-	-	-	-	-	-	0	2	0	0	0	3	-	-	-	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	-	-	-	-	-	-	-	-	-	0	2	0
215	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
216	-	-	-	0	12	0	0	0	0	0	0	2	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	5	0	0	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	-	-	-
217	0	0	0	0	0	0	0	0	0	-	-	-	2	0	0	2	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	2	-	-	-	-	-	-	2	0	0	0	2	0
218	0	0	0	0	17	0	0	0	0	0	0	2	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	5	-	-	-	0	0	0	3	0	0	0	0	2	0	0	2	0	0	4	2	0	0	0	2	0
219	0	14	12	0	0	0	0	0	0	0	0	2	2	0	0	0	7	2	4	0	7	0	0	0	0	0	0	10	7	0	-	-	-	11	0	0	3	0	0	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
220	0	15	0	0	0	0	0	3	0	-	-	-	2	8	0	0	0	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	5	0	0	2	5	0	0	2	0
221	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	-	-	-	0	0	3	0	0	0	0	2	0	2	0	0	0	0	0	-	-	-	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
222	0	0	0	0	4	0	0	2	0	0	7	9	2	0	0	0	8	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	-	-	-	2	6	0	0	2	0
223	-	-	-	0	0	0	0	2	0	2	4	6	-	-	-	-	-	-	-	-	-	11	13	11	0	2	5	-	-	-	-	-	-	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	2	0	0	-	-	-
224	-	-	-	0	0	0	0	0	0	-	-	-	-	-	-	0	0	2	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	2	0	0	0	2	4
225	0	0	0	0	0	0	0	2	2	2	5	7	2	0	0	0	0	2	0	0	0	-	-	-	0	2	0	2	0	0	0	0	0	0	0	0	3	4	0	0	0	2	-	-	-	0	4	0	2	0	0	0	2	0
226	-	-	-	-	-	-	-	-	-	0	0	0	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	2	5	0	0	2	0
227	0	0	0	6	3	0	0	0	0	0	0	2	-	-	-	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
228	0	0	0	6	3	0	0	0	0	0	0	2	-	-	-	-	-	-	0	0	0	0	0	0	0	0	0	8	0	0	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	-	-	-	0	2	0
229	-	-	-	0	0	3	0	0	0	-	-	-	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	0	2	0
230	0	0	0	0	0	0	0	0	0	0	15	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0
231	0	0	0	0	0	0	11	0	0	0	0	0	4	0	0	0	0	2	4	0	3	0	0	0	0	0	0	0	0	0	3	0	0	-	-	-	3	0	0	0	0	2	0	0	2	-	-	-	2	0	0	2	2	0
232	2	15	0	0	0	0	0	2	0	2	4	6	-	-	-	0	0	2	0	0	0	11	13	11	0	2	5	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	-	-	-	-	-	-	2	0	0	0	2	0
233	0	0	0	6	3	0	0	0	0	-	-	-	-	-	-	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	0	0	2	-	-	-	0	0	0	-	-	-	-	-	-
234	-	-	-	0	11	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	10	10	2	5	0	0	2	2	2	-	-	-
235	0	0	5	0	0	0	0	2	0	2	4	6	-	-	-	0	0	2	0	0	0	0	0	12	0	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
236	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	2	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	0	0	0	-	-	-	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
237	0	0	0	0	0	0	0	2	0	2	4	6	2	0	0	0	0	2	0	0	0	0	0	0	0	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
